"","alpha","lambda","deviance","nvars"
"73",0.0213673469387755,1.46938780612245,0.38763277465657,306
"74",0.0213673469387755,1.53061229387755,0.376887404207668,297
"75",0.0213673469387755,1.59183678163265,0.366461697424638,278
"76",0.0213673469387755,1.65306126938776,0.356394471996137,271
"77",0.0213673469387755,1.71428575714286,0.34657373473976,265
"78",0.0213673469387755,1.77551024489796,0.337061047976982,254
"79",0.0213673469387755,1.83673473265306,0.327866683520761,252
"80",0.0213673469387755,1.89795922040816,0.318830922255707,251
"81",0.0213673469387755,1.95918370816327,0.309933149359392,250
"82",0.0213673469387755,2.02040819591837,0.301181032465816,247
"83",0.0213673469387755,2.08163268367347,0.29263284277794,242
"84",0.0213673469387755,2.14285717142857,0.284291377508497,238
"85",0.0213673469387755,2.20408165918367,0.276145657247038,231
"86",0.0213673469387755,2.26530614693878,0.268164158907763,223
"87",0.0213673469387755,2.32653063469388,0.260326898139362,215
"88",0.0213673469387755,2.38775512244898,0.252716432105481,204
"89",0.0213673469387755,2.44897961020408,0.245506360721923,181
"90",0.0213673469387755,2.51020409795918,0.238418549448229,179
"91",0.0213673469387755,2.57142858571429,0.231448355991264,177
"92",0.0213673469387755,2.63265307346939,0.224684718061315,173
"93",0.0213673469387755,2.69387756122449,0.218065899421315,169
"94",0.0213673469387755,2.75510204897959,0.211576162984692,162
"95",0.0213673469387755,2.81632653673469,0.205230198188741,161
"96",0.0213673469387755,2.8775510244898,0.199044087276911,156
"97",0.0213673469387755,2.9387755122449,0.193096367963066,146
"98",0.0213673469387755,3,0.187356826337441,140
"99",0.041734693877551,1e-07,0.975098387744177,1254
"100",0.041734693877551,0.061224587755102,0.828965336074477,736
"101",0.041734693877551,0.183673563265306,0.718002776160772,525
"102",0.041734693877551,0.244898051020408,0.677182652294788,436
"103",0.041734693877551,0.30612253877551,0.641841868733402,364
"104",0.041734693877551,0.367347026530612,0.610831564840154,319
"105",0.041734693877551,0.428571514285714,0.582371209935458,302
"106",0.041734693877551,0.489796002040816,0.555535433797113,283
"107",0.041734693877551,0.551020489795918,0.530008831167935,279
"108",0.041734693877551,0.61224497755102,0.505836523233308,267
"109",0.041734693877551,0.673469465306122,0.482807098520323,253
"110",0.041734693877551,0.734693953061225,0.460759336851663,244
"111",0.041734693877551,0.795918440816327,0.439587816375052,226
"112",0.041734693877551,0.857142928571429,0.419398050728651,219
"113",0.041734693877551,0.918367416326531,0.39990195271711,212
"114",0.041734693877551,0.979591904081633,0.381419457549648,204
"115",0.041734693877551,1.04081639183673,0.363609076778419,179
"116",0.041734693877551,1.10204087959184,0.346673199993621,175
"117",0.041734693877551,1.16326536734694,0.330288526776404,169
"118",0.041734693877551,1.22448985510204,0.314686807325638,152
"119",0.041734693877551,1.28571434285714,0.299894266223888,145
"120",0.041734693877551,1.34693883061224,0.285784686761708,137
"121",0.041734693877551,1.40816331836735,0.272301295749907,127
"122",0.041734693877551,1.46938780612245,0.259377171449615,122
"123",0.041734693877551,1.53061229387755,0.247244675462829,93
"124",0.041734693877551,1.59183678163265,0.236377919331512,70
"125",0.041734693877551,1.65306126938776,0.226430886674589,61
"126",0.041734693877551,1.71428575714286,0.217052226095613,59
"127",0.041734693877551,1.77551024489796,0.208051546585924,57
"128",0.041734693877551,1.83673473265306,0.199266884636323,57
"129",0.041734693877551,1.89795922040816,0.190735802539514,55
"130",0.041734693877551,1.95918370816327,0.18260754076685,52
"131",0.041734693877551,2.02040819591837,0.174827837215486,50
"132",0.041734693877551,2.08163268367347,0.167355013074378,46
"133",0.041734693877551,2.14285717142857,0.160046096288526,46
"134",0.041734693877551,2.20408165918367,0.152960146597805,44
"135",0.041734693877551,2.26530614693878,0.146196168188551,42
"136",0.041734693877551,2.32653063469388,0.139653409795378,34
"137",0.041734693877551,2.38775512244898,0.133917565199126,31
"138",0.041734693877551,2.44897961020408,0.128510489321058,31
"139",0.041734693877551,2.51020409795918,0.12322696052624,30
"140",0.041734693877551,2.57142858571429,0.118060869781265,30
"141",0.041734693877551,2.63265307346939,0.113063771310707,26
"142",0.041734693877551,2.69387756122449,0.108314037249798,26
"143",0.041734693877551,2.75510204897959,0.103659595613699,25
"144",0.041734693877551,2.81632653673469,0.0992278239614198,25
"145",0.041734693877551,2.8775510244898,0.0949024068522746,24
"146",0.041734693877551,2.9387755122449,0.090825137018681,23
"147",0.041734693877551,3,0.0868357533952799,23
"148",0.0621020408163265,1e-07,0.975098389012093,1254
"149",0.0621020408163265,0.061224587755102,0.814223801464374,584
"150",0.0621020408163265,0.122449075510204,0.742334729877935,425
"151",0.0621020408163265,0.244898051020408,0.642245527668299,278
"152",0.0621020408163265,0.30612253877551,0.602317551153346,263
"153",0.0621020408163265,0.367347026530612,0.565206700097005,245
"154",0.0621020408163265,0.428571514285714,0.53054486075185,231
"155",0.0621020408163265,0.489796002040816,0.49774515559798,213
"156",0.0621020408163265,0.551020489795918,0.466937201539531,199
"157",0.0621020408163265,0.61224497755102,0.437453768515221,167
"158",0.0621020408163265,0.673469465306122,0.410181441850709,158
"159",0.0621020408163265,0.734693953061225,0.384314510385495,151
"160",0.0621020408163265,0.795918440816327,0.360372673369906,132
"161",0.0621020408163265,0.857142928571429,0.338604913626058,119
"162",0.0621020408163265,0.918367416326531,0.318038718779198,115
"163",0.0621020408163265,0.979591904081633,0.29869188791513,70
"164",0.0621020408163265,1.04081639183673,0.281990958741967,61
"165",0.0621020408163265,1.10204087959184,0.266577370647679,56
"166",0.0621020408163265,1.16326536734694,0.251837928445028,55
"167",0.0621020408163265,1.22448985510204,0.237494368977963,54
"168",0.0621020408163265,1.28571434285714,0.224033518057404,47
"169",0.0621020408163265,1.34693883061224,0.211287997942177,45
"170",0.0621020408163265,1.40816331836735,0.19895923214233,43
"171",0.0621020408163265,1.46938780612245,0.187230744991797,41
"172",0.0621020408163265,1.53061229387755,0.176386739414933,32
"173",0.0621020408163265,1.59183678163265,0.166707487424181,27
"174",0.0621020408163265,1.65306126938776,0.157568446499589,27
"175",0.0621020408163265,1.71428575714286,0.148654428303377,27
"176",0.0621020408163265,1.77551024489796,0.140207392216629,26
"177",0.0621020408163265,1.83673473265306,0.132164175253372,24
"178",0.0621020408163265,1.89795922040816,0.12463742724905,23
"179",0.0621020408163265,1.95918370816327,0.117456806966441,23
"180",0.0621020408163265,2.02040819591837,0.110410187889763,23
"181",0.0621020408163265,2.08163268367347,0.103534919246032,21
"182",0.0621020408163265,2.14285717142857,0.0968124959543867,20
"183",0.0621020408163265,2.20408165918367,0.0904916632708915,14
"184",0.0621020408163265,2.26530614693878,0.0847618420237057,12
"185",0.0621020408163265,2.32653063469388,0.0792500471479203,12
"186",0.0621020408163265,2.38775512244898,0.0738721105185666,12
"187",0.0621020408163265,2.44897961020408,0.0686234507845644,12
"188",0.0621020408163265,2.51020409795918,0.063582463079775,11
"189",0.0621020408163265,2.57142858571429,0.0588198073730679,9
"190",0.0621020408163265,2.63265307346939,0.0545247800001453,9
"191",0.0621020408163265,2.69387756122449,0.0503411960665009,9
"192",0.0621020408163265,2.75510204897959,0.0464082249483278,8
"193",0.0621020408163265,2.81632653673469,0.0428046046220022,7
"194",0.0621020408163265,2.8775510244898,0.0393700180407459,7
"195",0.0621020408163265,2.9387755122449,0.036029735046539,7
"196",0.0621020408163265,3,0.0327800929181022,7
"197",0.082469387755102,1e-07,0.97509838970302,1255
"198",0.082469387755102,0.061224587755102,0.800381561468619,467
"199",0.082469387755102,0.122449075510204,0.721305882898517,319
"200",0.082469387755102,0.183673563265306,0.661554079247779,257
"201",0.082469387755102,0.30612253877551,0.564436385817116,216
"202",0.082469387755102,0.367347026530612,0.521635655659213,173
"203",0.082469387755102,0.428571514285714,0.481692655945927,158
"204",0.082469387755102,0.489796002040816,0.444150658152606,149
"205",0.082469387755102,0.551020489795918,0.409570463010017,134
"206",0.082469387755102,0.61224497755102,0.379298853897594,114
"207",0.082469387755102,0.673469465306122,0.351912158871251,88
"208",0.082469387755102,0.734693953061225,0.326854516060571,62
"209",0.082469387755102,0.795918440816327,0.305255433088827,54
"210",0.082469387755102,0.857142928571429,0.284645135415021,50
"211",0.082469387755102,0.918367416326531,0.264977683675664,45
"212",0.082469387755102,0.979591904081633,0.246699277170742,43
"213",0.082469387755102,1.04081639183673,0.229127141498615,42
"214",0.082469387755102,1.10204087959184,0.212890350425858,30
"215",0.082469387755102,1.16326536734694,0.198406705455523,27
"216",0.082469387755102,1.22448985510204,0.18497167490442,27
"217",0.082469387755102,1.28571434285714,0.172118470418254,25
"218",0.082469387755102,1.34693883061224,0.160182907131898,22
"219",0.082469387755102,1.40816331836735,0.149076468933361,21
"220",0.082469387755102,1.46938780612245,0.13855847965091,20
"221",0.082469387755102,1.53061229387755,0.128470392735168,15
"222",0.082469387755102,1.59183678163265,0.118887314748204,13
"223",0.082469387755102,1.65306126938776,0.109697048068956,12
"224",0.082469387755102,1.71428575714286,0.101106429763591,12
"225",0.082469387755102,1.77551024489796,0.0927358795645744,12
"226",0.082469387755102,1.83673473265306,0.0847257764613875,11
"227",0.082469387755102,1.89795922040816,0.0770727694736502,9
"228",0.082469387755102,1.95918370816327,0.0701816974347328,9
"229",0.082469387755102,2.02040819591837,0.0635821446825304,8
"230",0.082469387755102,2.08163268367347,0.057583297210523,7
"231",0.082469387755102,2.14285717142857,0.0519039475924818,7
"232",0.082469387755102,2.20408165918367,0.0464027384593278,7
"233",0.082469387755102,2.26530614693878,0.0410719454619538,7
"234",0.082469387755102,2.32653063469388,0.0359042950021494,7
"235",0.082469387755102,2.38775512244898,0.0314095028049759,5
"236",0.082469387755102,2.44897961020408,0.0273315616431632,4
"237",0.082469387755102,2.51020409795918,0.024113200735418,3
"238",0.082469387755102,2.57142858571429,0.0214850984779796,2
"239",0.082469387755102,2.63265307346939,0.0193903965076131,2
"240",0.082469387755102,2.69387756122449,0.0173755100675602,2
"241",0.082469387755102,2.75510204897959,0.0154360128001003,2
"242",0.082469387755102,2.81632653673469,0.0135677961286329,2
"243",0.082469387755102,2.8775510244898,0.0117670415502278,2
"244",0.082469387755102,2.9387755122449,0.0100301957468277,2
"245",0.082469387755102,3,0.00835394818964746,2
"246",0.102836734693878,1e-07,0.975098391370245,1254
"247",0.102836734693878,0.061224587755102,0.787804900431136,385
"248",0.102836734693878,0.122449075510204,0.702278765497418,254
"249",0.102836734693878,0.183673563265306,0.638120391555012,222
"250",0.102836734693878,0.244898051020408,0.580792332717587,179
"251",0.102836734693878,0.367347026530612,0.480597894793737,148
"252",0.102836734693878,0.428571514285714,0.436421948089336,130
"253",0.102836734693878,0.489796002040816,0.399180793496524,92
"254",0.102836734693878,0.551020489795918,0.366123487334595,64
"255",0.102836734693878,0.61224497755102,0.337545658800578,52
"256",0.102836734693878,0.673469465306122,0.31114842566135,48
"257",0.102836734693878,0.734693953061225,0.286242906295978,44
"258",0.102836734693878,0.795918440816327,0.262931816667114,43
"259",0.102836734693878,0.857142928571429,0.241527457206348,27
"260",0.102836734693878,0.918367416326531,0.222328432643233,24
"261",0.102836734693878,0.979591904081633,0.20475295736502,24
"262",0.102836734693878,1.04081639183673,0.188210490697688,17
"263",0.102836734693878,1.10204087959184,0.173136865119197,14
"264",0.102836734693878,1.16326536734694,0.159282587412284,14
"265",0.102836734693878,1.22448985510204,0.146013376706237,13
"266",0.102836734693878,1.28571434285714,0.133124537162016,13
"267",0.102836734693878,1.34693883061224,0.121125130953331,11
"268",0.102836734693878,1.40816331836735,0.109675546747949,11
"269",0.102836734693878,1.46938780612245,0.0986611545217902,10
"270",0.102836734693878,1.53061229387755,0.0884590138202123,9
"271",0.102836734693878,1.59183678163265,0.0789976491676556,8
"272",0.102836734693878,1.65306126938776,0.0704285306088611,7
"273",0.102836734693878,1.71428575714286,0.0622168573961399,7
"274",0.102836734693878,1.77551024489796,0.0542784428808787,7
"275",0.102836734693878,1.83673473265306,0.0466008978642913,7
"276",0.102836734693878,1.89795922040816,0.039734441839732,5
"277",0.102836734693878,1.95918370816327,0.0337147829710611,4
"278",0.102836734693878,2.02040819591837,0.0290514980890749,3
"279",0.102836734693878,2.08163268367347,0.0254956291830696,2
"280",0.102836734693878,2.14285717142857,0.0223609574182655,2
"281",0.102836734693878,2.20408165918367,0.0193657926998505,2
"282",0.102836734693878,2.26530614693878,0.0165011841009263,2
"283",0.102836734693878,2.32653063469388,0.0137589173247129,2
"284",0.102836734693878,2.38775512244898,0.0111314417305614,2
"285",0.102836734693878,2.44897961020408,0.00861180572686711,2
"286",0.102836734693878,2.51020409795918,0.00643768069668868,1
"287",0.102836734693878,2.57142858571429,0.00510421023475083,1
"288",0.102836734693878,2.63265307346939,0.0038250702412394,1
"289",0.102836734693878,2.69387756122449,0.00259702373937391,1
"290",0.102836734693878,2.75510204897959,0.00141708455548928,1
"291",0.102836734693878,2.81632653673469,0.000282493616828837,1
"292",0.102836734693878,2.8775510244898,-4.95079021007427e-15,0
"293",0.102836734693878,2.9387755122449,-4.95079021007427e-15,0
"294",0.102836734693878,3,-4.95079021007427e-15,0
"295",0.123204081632653,1e-07,0.975098392747734,1252
"296",0.123204081632653,0.061224587755102,0.776102939140628,329
"297",0.123204081632653,0.122449075510204,0.685365726757326,222
"298",0.123204081632653,0.183673563265306,0.614972848357736,179
"299",0.123204081632653,0.244898051020408,0.552456097339958,152
"300",0.123204081632653,0.30612253877551,0.494367996338515,137
"301",0.123204081632653,0.428571514285714,0.401881667830139,80
"302",0.123204081632653,0.489796002040816,0.36561527441755,47
"303",0.123204081632653,0.551020489795918,0.333607827919786,43
"304",0.123204081632653,0.61224497755102,0.303350202125599,41
"305",0.123204081632653,0.673469465306122,0.275567340801961,33
"306",0.123204081632653,0.734693953061225,0.251177444024514,19
"307",0.123204081632653,0.795918440816327,0.228721440756135,17
"308",0.123204081632653,0.857142928571429,0.207873374483131,16
"309",0.123204081632653,0.918367416326531,0.189243610397479,13
"310",0.123204081632653,0.979591904081633,0.172056766937518,13
"311",0.123204081632653,1.04081639183673,0.155378685142505,13
"312",0.123204081632653,1.10204087959184,0.139816867760327,11
"313",0.123204081632653,1.16326536734694,0.125038880185734,10
"314",0.123204081632653,1.22448985510204,0.110888758206561,10
"315",0.123204081632653,1.28571434285714,0.0980002844404722,8
"316",0.123204081632653,1.34693883061224,0.086346959425969,7
"317",0.123204081632653,1.40816331836735,0.0752334167351704,7
"318",0.123204081632653,1.46938780612245,0.0644957366882354,7
"319",0.123204081632653,1.53061229387755,0.0541162877950687,7
"320",0.123204081632653,1.59183678163265,0.0451514952598317,5
"321",0.123204081632653,1.65306126938776,0.0374611004106875,3
"322",0.123204081632653,1.71428575714286,0.0319846480917202,2
"323",0.123204081632653,1.77551024489796,0.0274936565744847,2
"324",0.123204081632653,1.83673473265306,0.0232333491205526,2
"325",0.123204081632653,1.89795922040816,0.0191839817457171,2
"326",0.123204081632653,1.95918370816327,0.0153306476472354,2
"327",0.123204081632653,2.02040819591837,0.011659777850761,2
"328",0.123204081632653,2.08163268367347,0.008172292108741,1
"329",0.123204081632653,2.14285717142857,0.00624409519291396,1
"330",0.123204081632653,2.20408165918367,0.00440699211471955,1
"331",0.123204081632653,2.26530614693878,0.00265472622984844,1
"332",0.123204081632653,2.32653063469388,0.000981596586988547,1
"333",0.123204081632653,2.38775512244898,-4.95079021007427e-15,0
"334",0.123204081632653,2.44897961020408,-4.95079021007427e-15,0
"335",0.123204081632653,2.51020409795918,-4.95079021007427e-15,0
"336",0.123204081632653,2.57142858571429,-4.95079021007427e-15,0
"337",0.123204081632653,2.63265307346939,-4.95079021007427e-15,0
"338",0.123204081632653,2.69387756122449,-4.95079021007427e-15,0
"339",0.123204081632653,2.75510204897959,-4.95079021007427e-15,0
"340",0.123204081632653,2.81632653673469,-4.95079021007427e-15,0
"341",0.123204081632653,2.8775510244898,-4.95079021007427e-15,0
"342",0.123204081632653,2.9387755122449,-4.95079021007427e-15,0
"343",0.123204081632653,3,-4.95079021007427e-15,0
"344",0.143571428571429,1e-07,0.975098394576455,1253
"345",0.143571428571429,0.061224587755102,0.765291861351085,268
"346",0.143571428571429,0.122449075510204,0.669753546194847,184
"347",0.143571428571429,0.183673563265306,0.593014515314071,151
"348",0.143571428571429,0.244898051020408,0.524226236989756,131
"349",0.143571428571429,0.30612253877551,0.463404969980325,84
"350",0.143571428571429,0.367347026530612,0.415034665469475,47
"351",0.143571428571429,0.489796002040816,0.337369936849457,37
"352",0.143571428571429,0.551020489795918,0.303767199529488,26
"353",0.143571428571429,0.61224497755102,0.274223671769606,18
"354",0.143571428571429,0.673469465306122,0.246946563657238,17
"355",0.143571428571429,0.734693953061225,0.222039060627538,14
"356",0.143571428571429,0.795918440816327,0.200177618059441,13
"357",0.143571428571429,0.857142928571429,0.179575776195692,12
"358",0.143571428571429,0.918367416326531,0.159967086464783,11
"359",0.143571428571429,0.979591904081633,0.141760274844258,10
"360",0.143571428571429,1.04081639183673,0.124195106798345,9
"361",0.143571428571429,1.10204087959184,0.108603062072027,7
"362",0.143571428571429,1.16326536734694,0.0941751951050184,7
"363",0.143571428571429,1.22448985510204,0.0802302031516612,7
"364",0.143571428571429,1.28571434285714,0.0667425416447567,7
"365",0.143571428571429,1.34693883061224,0.0546249938823401,5
"366",0.143571428571429,1.40816331836735,0.0442406563792807,3
"367",0.143571428571429,1.46938780612245,0.0370642081973305,2
"368",0.143571428571429,1.53061229387755,0.0310981841710536,2
"369",0.143571428571429,1.59183678163265,0.025461803875344,2
"370",0.143571428571429,1.65306126938776,0.0201341539353118,2
"371",0.143571428571429,1.71428575714286,0.0150883097295143,2
"372",0.143571428571429,1.77551024489796,0.0103032050170507,2
"373",0.143571428571429,1.83673473265306,0.007391563820665,1
"374",0.143571428571429,1.89795922040816,0.00489713135185644,1
"375",0.143571428571429,1.95918370816327,0.00253206213278788,1
"376",0.143571428571429,2.02040819591837,0.000286650712208713,1
"377",0.143571428571429,2.08163268367347,-4.95079021007427e-15,0
"378",0.143571428571429,2.14285717142857,-4.95079021007427e-15,0
"379",0.143571428571429,2.20408165918367,-4.95079021007427e-15,0
"380",0.143571428571429,2.26530614693878,-4.95079021007427e-15,0
"381",0.143571428571429,2.32653063469388,-4.95079021007427e-15,0
"382",0.143571428571429,2.38775512244898,-4.95079021007427e-15,0
"383",0.143571428571429,2.44897961020408,-4.95079021007427e-15,0
"384",0.143571428571429,2.51020409795918,-4.95079021007427e-15,0
"385",0.143571428571429,2.57142858571429,-4.95079021007427e-15,0
"386",0.143571428571429,2.63265307346939,-4.95079021007427e-15,0
"387",0.143571428571429,2.69387756122449,-4.95079021007427e-15,0
"388",0.143571428571429,2.75510204897959,-4.95079021007427e-15,0
"389",0.143571428571429,2.81632653673469,-4.95079021007427e-15,0
"390",0.143571428571429,2.8775510244898,-4.95079021007427e-15,0
"391",0.143571428571429,2.9387755122449,-4.95079021007427e-15,0
"392",0.143571428571429,3,-4.95079021007427e-15,0
"393",0.163938775510204,1e-07,0.975098395712791,1252
"394",0.163938775510204,0.061224587755102,0.754995291628807,233
"395",0.163938775510204,0.122449075510204,0.654269225548853,177
"396",0.163938775510204,0.183673563265306,0.571436271373085,140
"397",0.163938775510204,0.244898051020408,0.497301891879989,101
"398",0.163938775510204,0.30612253877551,0.438636725050018,46
"399",0.163938775510204,0.367347026530612,0.391590320098228,36
"400",0.163938775510204,0.428571514285714,0.349516044128374,31
"401",0.163938775510204,0.551020489795918,0.278907552541735,18
"402",0.163938775510204,0.61224497755102,0.248326200464458,15
"403",0.163938775510204,0.673469465306122,0.221590319321212,12
"404",0.163938775510204,0.734693953061225,0.197108948013614,12
"405",0.163938775510204,0.795918440816327,0.173873767720172,10
"406",0.163938775510204,0.857142928571429,0.152316956536764,10
"407",0.163938775510204,0.918367416326531,0.131897459526875,8
"408",0.163938775510204,0.979591904081633,0.113952737803502,7
"409",0.163938775510204,1.04081639183673,0.0966324802276522,7
"410",0.163938775510204,1.10204087959184,0.079855022232002,7
"411",0.163938775510204,1.16326536734694,0.0643897942915905,5
"412",0.163938775510204,1.22448985510204,0.0511273551427899,4
"413",0.163938775510204,1.28571434285714,0.0420328223785565,2
"414",0.163938775510204,1.34693883061224,0.0344205890321578,2
"415",0.163938775510204,1.40816331836735,0.0272590178975813,2
"416",0.163938775510204,1.46938780612245,0.0205178324322645,2
"417",0.163938775510204,1.53061229387755,0.0141580433036568,2
"418",0.163938775510204,1.59183678163265,0.00939022249733251,1
"419",0.163938775510204,1.65306126938776,0.00609050086520355,1
"420",0.163938775510204,1.71428575714286,0.00298013290847066,1
"421",0.163938775510204,1.77551024489796,4.35046392409705e-05,1
"422",0.163938775510204,1.83673473265306,-4.95079021007427e-15,0
"423",0.163938775510204,1.89795922040816,-4.95079021007427e-15,0
"424",0.163938775510204,1.95918370816327,-4.95079021007427e-15,0
"425",0.163938775510204,2.02040819591837,-4.95079021007427e-15,0
"426",0.163938775510204,2.08163268367347,-4.95079021007427e-15,0
"427",0.163938775510204,2.14285717142857,-4.95079021007427e-15,0
"428",0.163938775510204,2.20408165918367,-4.95079021007427e-15,0
"429",0.163938775510204,2.26530614693878,-4.95079021007427e-15,0
"430",0.163938775510204,2.32653063469388,-4.95079021007427e-15,0
"431",0.163938775510204,2.38775512244898,-4.95079021007427e-15,0
"432",0.163938775510204,2.44897961020408,-4.95079021007427e-15,0
"433",0.163938775510204,2.51020409795918,-4.95079021007427e-15,0
"434",0.163938775510204,2.57142858571429,-4.95079021007427e-15,0
"435",0.163938775510204,2.63265307346939,-4.95079021007427e-15,0
"436",0.163938775510204,2.69387756122449,-4.95079021007427e-15,0
"437",0.163938775510204,2.75510204897959,-4.95079021007427e-15,0
"438",0.163938775510204,2.81632653673469,-4.95079021007427e-15,0
"439",0.163938775510204,2.8775510244898,-4.95079021007427e-15,0
"440",0.163938775510204,2.9387755122449,-4.95079021007427e-15,0
"441",0.163938775510204,3,-4.95079021007427e-15,0
"442",0.18430612244898,1e-07,0.975098397338835,1249
"443",0.18430612244898,0.061224587755102,0.744864191349832,212
"444",0.18430612244898,0.122449075510204,0.638515539307767,167
"445",0.18430612244898,0.183673563265306,0.549972265989164,110
"446",0.18430612244898,0.244898051020408,0.474809366232649,74
"447",0.18430612244898,0.30612253877551,0.41799314453085,36
"448",0.18430612244898,0.367347026530612,0.370249718431654,32
"449",0.18430612244898,0.428571514285714,0.328121368035261,18
"450",0.18430612244898,0.489796002040816,0.290087375968705,15
"451",0.18430612244898,0.61224497755102,0.226168481469924,12
"452",0.18430612244898,0.673469465306122,0.198312309433835,11
"453",0.18430612244898,0.734693953061225,0.172823280483821,10
"454",0.18430612244898,0.795918440816327,0.148541756157229,7
"455",0.18430612244898,0.857142928571429,0.127311125461533,7
"456",0.18430612244898,0.918367416326531,0.106724812922582,7
"457",0.18430612244898,0.979591904081633,0.0867310799606088,7
"458",0.18430612244898,1.04081639183673,0.0686350908796101,5
"459",0.18430612244898,1.10204087959184,0.0537969570487992,3
"460",0.18430612244898,1.16326536734694,0.0436848633965733,2
"461",0.18430612244898,1.22448985510204,0.0344720577970999,2
"462",0.18430612244898,1.28571434285714,0.0258293612573602,2
"463",0.18430612244898,1.34693883061224,0.0177153067711805,2
"464",0.18430612244898,1.40816331836735,0.0111384067056065,1
"465",0.18430612244898,1.46938780612245,0.00694258123651487,1
"466",0.18430612244898,1.53061229387755,0.003007693122542,1
"467",0.18430612244898,1.59183678163265,-4.95079021007427e-15,0
"468",0.18430612244898,1.65306126938776,-4.95079021007427e-15,0
"469",0.18430612244898,1.71428575714286,-4.95079021007427e-15,0
"470",0.18430612244898,1.77551024489796,-4.95079021007427e-15,0
"471",0.18430612244898,1.83673473265306,-4.95079021007427e-15,0
"472",0.18430612244898,1.89795922040816,-4.95079021007427e-15,0
"473",0.18430612244898,1.95918370816327,-4.95079021007427e-15,0
